Image Path,Dish Name,Calories (kcal),Carbohydrates (g),Protein (g),Fats (g),Free Sugar (g),Fibre (g),Sodium (mg),Calcium (mg),Iron (mg),Vitamin C (mg),Folate (µg)
C:/food-project/raw_images/aloo_matar/7e392ca2af.jpg,aloo_matar,122,39.8,2.4,5.3,21.6,0.4,15.2,15.8,3.5,13.9,19.8
C:/food-project/raw_images/aloo_matar/7effdc5dc6.jpg,aloo_matar,122,39.8,2.4,5.3,21.6,0.4,15.2,15.8,3.5,13.9,19.8
C:/food-project/raw_images/aloo_matar/8d1b4578e9.jpg,aloo_matar,122,39.8,2.4,5.3,21.6,0.4,15.2,15.8,3.5,13.9,19.8
C:/food-project/raw_images/aloo_matar/8fbcf699e6.jpg,aloo_matar,122,39.8,2.4,5.3,21.6,0.4,15.2,15.8,3.5,13.9,19.8
C:/food-project/raw_images/aloo_matar/9c2abe92f7.jpg,aloo_matar,122,39.8,2.4,5.3,21.6,0.4,15.2,15.8,3.5,13.9,19.8
C:/food-project/raw_images/aloo_matar/9dcac3cc68.jpg,aloo_matar,122,39.8,2.4,5.3,21.6,0.4,15.2,15.8,3.5,13.9,19.8
C:/food-project/raw_images/aloo_matar/9e6d8a158f.jpg,aloo_matar,122,39.8,2.4,5.3,21.6,0.4,15.2,15.8,3.5,13.9,19.8
C:/food-project/raw_images/aloo_methi/001c2203a4.jpg,aloo_methi,261,52.6,5.4,12.7,15.3,1.2,34.5,21.2,2.2,27.4,4.6
C:/food-project/raw_images/aloo_methi/04d19d2fb4.jpg,aloo_methi,261,52.6,5.4,12.7,15.3,1.2,34.5,21.2,2.2,27.4,4.6
C:/food-project/raw_images/aloo_methi/0a4b4b3cf1.jpg,aloo_methi,261,52.6,5.4,12.7,15.3,1.2,34.5,21.2,2.2,27.4,4.6
C:/food-project/raw_images/aloo_methi/0b12f2389d.jpg,aloo_methi,261,52.6,5.4,12.7,15.3,1.2,34.5,21.2,2.2,27.4,4.6
C:/food-project/raw_images/aloo_methi/0b6b26d00a.jpg,aloo_methi,261,52.6,5.4,12.7,15.3,1.2,34.5,21.2,2.2,27.4,4.6
C:/food-project/raw_images/aloo_methi/0c104b390d.jpg,aloo_methi,261,52.6,5.4,12.7,15.3,1.2,34.5,21.2,2.2,27.4,4.6
C:/food-project/raw_images/aloo_methi/0e2c7a076c.jpg,aloo_methi,261,52.6,5.4,12.7,15.3,1.2,34.5,21.2,2.2,27.4,4.6
C:/food-project/raw_images/aloo_methi/0e6a031183.jpg,aloo_methi,261,52.6,5.4,12.7,15.3,1.2,34.5,21.2,2.2,27.4,4.6
C:/food-project/raw_images/aloo_methi/13c322cce9.jpg,aloo_methi,261,52.6,5.4,12.7,15.3,1.2,34.5,21.2,2.2,27.4,4.6
C:/food-project/raw_images/aloo_methi/15a80951a5.jpg,aloo_methi,261,52.6,5.4,12.7,15.3,1.2,34.5,21.2,2.2,27.4,4.6
C:/food-project/raw_images/aloo_methi/17e1ad03d5.jpg,aloo_methi,261,52.6,5.4,12.7,15.3,1.2,34.5,21.2,2.2,27.4,4.6
C:/food-project/raw_images/aloo_methi/1a8618c36b.jpg,aloo_methi,261,52.6,5.4,12.7,15.3,1.2,34.5,21.2,2.2,27.4,4.6
C:/food-project/raw_images/aloo_methi/1b402a1561.jpg,aloo_methi,261,52.6,5.4,12.7,15.3,1.2,34.5,21.2,2.2,27.4,4.6
C:/food-project/raw_images/aloo_methi/24c0ad6d85.jpg,aloo_methi,261,52.6,5.4,12.7,15.3,1.2,34.5,21.2,2.2,27.4,4.6
C:/food-project/raw_images/aloo_methi/28c7c4094e.jpg,aloo_methi,261,52.6,5.4,12.7,15.3,1.2,34.5,21.2,2.2,27.4,4.6
C:/food-project/raw_images/aloo_methi/2a32f33e72.jpg,aloo_methi,261,52.6,5.4,12.7,15.3,1.2,34.5,21.2,2.2,27.4,4.6
C:/food-project/raw_images/aloo_methi/2c1495a822.jpg,aloo_methi,261,52.6,5.4,12.7,15.3,1.2,34.5,21.2,2.2,27.4,4.6
C:/food-project/raw_images/aloo_methi/2c750ec26b.jpg,aloo_methi,261,52.6,5.4,12.7,15.3,1.2,34.5,21.2,2.2,27.4,4.6
C:/food-project/raw_images/aloo_methi/2ce2a442ce.jpg,aloo_methi,261,52.6,5.4,12.7,15.3,1.2,34.5,21.2,2.2,27.4,4.6
C:/food-project/raw_images/aloo_methi/2da5c297ec.jpg,aloo_methi,261,52.6,5.4,12.7,15.3,1.2,34.5,21.2,2.2,27.4,4.6
C:/food-project/raw_images/aloo_methi/2f0ef14a4b.jpg,aloo_methi,261,52.6,5.4,12.7,15.3,1.2,34.5,21.2,2.2,27.4,4.6
C:/food-project/raw_images/aloo_methi/2f34acd41f.jpg,aloo_methi,261,52.6,5.4,12.7,15.3,1.2,34.5,21.2,2.2,27.4,4.6
C:/food-project/raw_images/aloo_methi/31d1f1c67c.jpg,aloo_methi,261,52.6,5.4,12.7,15.3,1.2,34.5,21.2,2.2,27.4,4.6
C:/food-project/raw_images/aloo_methi/34d79a3ae9.jpg,aloo_methi,261,52.6,5.4,12.7,15.3,1.2,34.5,21.2,2.2,27.4,4.6
C:/food-project/raw_images/aloo_methi/3b1cfb8bed.jpg,aloo_methi,261,52.6,5.4,12.7,15.3,1.2,34.5,21.2,2.2,27.4,4.6
C:/food-project/raw_images/aloo_methi/3d6018a893.jpg,aloo_methi,261,52.6,5.4,12.7,15.3,1.2,34.5,21.2,2.2,27.4,4.6
C:/food-project/raw_images/aloo_methi/3e0d94025c.jpg,aloo_methi,261,52.6,5.4,12.7,15.3,1.2,34.5,21.2,2.2,27.4,4.6
C:/food-project/raw_images/aloo_methi/40a487b1ee.jpg,aloo_methi,261,52.6,5.4,12.7,15.3,1.2,34.5,21.2,2.2,27.4,4.6
C:/food-project/raw_images/aloo_methi/47d61411a1.jpg,aloo_methi,261,52.6,5.4,12.7,15.3,1.2,34.5,21.2,2.2,27.4,4.6
C:/food-project/raw_images/aloo_methi/4a6b625181.jpg,aloo_methi,261,52.6,5.4,12.7,15.3,1.2,34.5,21.2,2.2,27.4,4.6
C:/food-project/raw_images/aloo_methi/4ab137bb15.jpg,aloo_methi,261,52.6,5.4,12.7,15.3,1.2,34.5,21.2,2.2,27.4,4.6
C:/food-project/raw_images/aloo_methi/4f19693fdb.jpg,aloo_methi,261,52.6,5.4,12.7,15.3,1.2,34.5,21.2,2.2,27.4,4.6
C:/food-project/raw_images/aloo_methi/56a8eed2ec.jpg,aloo_methi,261,52.6,5.4,12.7,15.3,1.2,34.5,21.2,2.2,27.4,4.6
C:/food-project/raw_images/aloo_methi/5da5a55a04.jpg,aloo_methi,261,52.6,5.4,12.7,15.3,1.2,34.5,21.2,2.2,27.4,4.6
C:/food-project/raw_images/aloo_methi/63d22b4a1d.jpg,aloo_methi,261,52.6,5.4,12.7,15.3,1.2,34.5,21.2,2.2,27.4,4.6
C:/food-project/raw_images/aloo_methi/65ee5c1ea2.jpg,aloo_methi,261,52.6,5.4,12.7,15.3,1.2,34.5,21.2,2.2,27.4,4.6
C:/food-project/raw_images/aloo_methi/6a2813f2cc.jpg,aloo_methi,261,52.6,5.4,12.7,15.3,1.2,34.5,21.2,2.2,27.4,4.6
C:/food-project/raw_images/aloo_methi/6af3609135.jpg,aloo_methi,261,52.6,5.4,12.7,15.3,1.2,34.5,21.2,2.2,27.4,4.6
C:/food-project/raw_images/aloo_methi/6e517be73a.jpg,aloo_methi,261,52.6,5.4,12.7,15.3,1.2,34.5,21.2,2.2,27.4,4.6
C:/food-project/raw_images/aloo_methi/7b9bfef079.jpg,aloo_methi,261,52.6,5.4,12.7,15.3,1.2,34.5,21.2,2.2,27.4,4.6
C:/food-project/raw_images/aloo_methi/7dd01e2bbc.jpg,aloo_methi,261,52.6,5.4,12.7,15.3,1.2,34.5,21.2,2.2,27.4,4.6
C:/food-project/raw_images/aloo_methi/8a7f709899.jpg,aloo_methi,261,52.6,5.4,12.7,15.3,1.2,34.5,21.2,2.2,27.4,4.6
C:/food-project/raw_images/aloo_methi/8af9fdd584.jpg,aloo_methi,261,52.6,5.4,12.7,15.3,1.2,34.5,21.2,2.2,27.4,4.6
C:/food-project/raw_images/aloo_methi/8bde04e3ad.jpg,aloo_methi,261,52.6,5.4,12.7,15.3,1.2,34.5,21.2,2.2,27.4,4.6
C:/food-project/raw_images/aloo_methi/8ddb452856.jpg,aloo_methi,261,52.6,5.4,12.7,15.3,1.2,34.5,21.2,2.2,27.4,4.6
C:/food-project/raw_images/aloo_methi/8e3ac5953c.jpg,aloo_methi,261,52.6,5.4,12.7,15.3,1.2,34.5,21.2,2.2,27.4,4.6
C:/food-project/raw_images/aloo_methi/9c43b4e63e.jpg,aloo_methi,261,52.6,5.4,12.7,15.3,1.2,34.5,21.2,2.2,27.4,4.6
C:/food-project/raw_images/aloo_methi/9c79487995.jpg,aloo_methi,261,52.6,5.4,12.7,15.3,1.2,34.5,21.2,2.2,27.4,4.6
C:/food-project/raw_images/aloo_methi/9d8a08417f.jpg,aloo_methi,261,52.6,5.4,12.7,15.3,1.2,34.5,21.2,2.2,27.4,4.6
C:/food-project/raw_images/aloo_methi/9f3551eeff.jpg,aloo_methi,261,52.6,5.4,12.7,15.3,1.2,34.5,21.2,2.2,27.4,4.6
C:/food-project/raw_images/aloo_shimla_mirch/08a8cb6983.jpg,aloo_shimla_mirch,100,33.7,12.5,16.1,12.1,2.5,32.9,45.4,2.8,42.5,48.8
C:/food-project/raw_images/aloo_shimla_mirch/0e456d0d57.jpg,aloo_shimla_mirch,100,33.7,12.5,16.1,12.1,2.5,32.9,45.4,2.8,42.5,48.8
C:/food-project/raw_images/aloo_shimla_mirch/0f9d8b0557.jpg,aloo_shimla_mirch,100,33.7,12.5,16.1,12.1,2.5,32.9,45.4,2.8,42.5,48.8
C:/food-project/raw_images/aloo_shimla_mirch/0fb12c2e19.jpg,aloo_shimla_mirch,100,33.7,12.5,16.1,12.1,2.5,32.9,45.4,2.8,42.5,48.8
C:/food-project/raw_images/aloo_shimla_mirch/14be800ff7.jpg,aloo_shimla_mirch,100,33.7,12.5,16.1,12.1,2.5,32.9,45.4,2.8,42.5,48.8
C:/food-project/raw_images/aloo_shimla_mirch/15f610924a.jpg,aloo_shimla_mirch,100,33.7,12.5,16.1,12.1,2.5,32.9,45.4,2.8,42.5,48.8
C:/food-project/raw_images/aloo_shimla_mirch/17f6830c0f.jpg,aloo_shimla_mirch,100,33.7,12.5,16.1,12.1,2.5,32.9,45.4,2.8,42.5,48.8
C:/food-project/raw_images/aloo_shimla_mirch/19f2970bdd.jpg,aloo_shimla_mirch,100,33.7,12.5,16.1,12.1,2.5,32.9,45.4,2.8,42.5,48.8
C:/food-project/raw_images/aloo_shimla_mirch/1a5c72b3f6.jpg,aloo_shimla_mirch,100,33.7,12.5,16.1,12.1,2.5,32.9,45.4,2.8,42.5,48.8
C:/food-project/raw_images/aloo_shimla_mirch/1d92db5ee1.jpg,aloo_shimla_mirch,100,33.7,12.5,16.1,12.1,2.5,32.9,45.4,2.8,42.5,48.8
C:/food-project/raw_images/aloo_shimla_mirch/1ec7dd6b5e.jpg,aloo_shimla_mirch,100,33.7,12.5,16.1,12.1,2.5,32.9,45.4,2.8,42.5,48.8
C:/food-project/raw_images/aloo_shimla_mirch/1f2d66c175.jpg,aloo_shimla_mirch,100,33.7,12.5,16.1,12.1,2.5,32.9,45.4,2.8,42.5,48.8
C:/food-project/raw_images/aloo_shimla_mirch/20abd26e2f.jpg,aloo_shimla_mirch,100,33.7,12.5,16.1,12.1,2.5,32.9,45.4,2.8,42.5,48.8
C:/food-project/raw_images/aloo_shimla_mirch/26de0a0e37.jpg,aloo_shimla_mirch,100,33.7,12.5,16.1,12.1,2.5,32.9,45.4,2.8,42.5,48.8
C:/food-project/raw_images/aloo_shimla_mirch/26f04a3d85.jpg,aloo_shimla_mirch,100,33.7,12.5,16.1,12.1,2.5,32.9,45.4,2.8,42.5,48.8
C:/food-project/raw_images/aloo_shimla_mirch/29bd94d633.jpg,aloo_shimla_mirch,100,33.7,12.5,16.1,12.1,2.5,32.9,45.4,2.8,42.5,48.8
C:/food-project/raw_images/aloo_shimla_mirch/2a66b30176.jpg,aloo_shimla_mirch,100,33.7,12.5,16.1,12.1,2.5,32.9,45.4,2.8,42.5,48.8
C:/food-project/raw_images/aloo_shimla_mirch/2c3eb19b7d.jpg,aloo_shimla_mirch,100,33.7,12.5,16.1,12.1,2.5,32.9,45.4,2.8,42.5,48.8
